Address,Distance_MRT,Distance_Mall,Within_1km_of_Pri,Town,Flat_Type_Area_Map
523 HOUGANG AVE 6,579,513,TRUE,HOUGANG,"{2: 74, 3: 105}"
944 HOUGANG ST 92,1848,320,TRUE,HOUGANG,"{3: 100, 4: 121}"
607 HOUGANG AVE 4,972,1149,TRUE,HOUGANG,"{3: 87, 4: 122}"
532 HOUGANG AVE 6,867,745,TRUE,HOUGANG,"{3: 86, 4: 121}"
711 HOUGANG AVE 2,975,1212,TRUE,HOUGANG,{3: 93}
980A BUANGKOK CRES,1742,715,TRUE,HOUGANG,{3: 85}
101 HOUGANG AVE 1,1309,1108,TRUE,HOUGANG,{3: 104}
402 HOUGANG AVE 10,1077,447,TRUE,HOUGANG,{3: 91}
650 HOUGANG AVE 8,1662,737,TRUE,HOUGANG,{3: 91}
551 HOUGANG ST 51,810,1072,TRUE,HOUGANG,{3: 105}
925 HOUGANG ST 91,1770,517,TRUE,HOUGANG,"{3: 100, 4: 120}"
242 HOUGANG ST 22,1287,1137,FALSE,HOUGANG,"{2: 68, 3: 94}"
981A BUANGKOK CRES,1832,804,TRUE,HOUGANG,"{3: 90, 4: 110}"
20 HOUGANG AVE 3,1079,1075,TRUE,HOUGANG,"{2: 75, 3: 98}"
943 HOUGANG ST 92,1873,380,TRUE,HOUGANG,"{3: 102, 4: 121}"
976 HOUGANG ST 91,2061,224,TRUE,HOUGANG,"{3: 101, 4: 121}"
979A BUANGKOK CRES,1922,614,TRUE,HOUGANG,"{3: 90, 4: 110}"
661 HOUGANG AVE 4,1448,506,TRUE,HOUGANG,"{2: 74, 3: 104}"
567 HOUGANG ST 51,1206,1277,TRUE,HOUGANG,"{3: 99, 4: 118}"
166 HOUGANG AVE 1,1633,1388,TRUE,HOUGANG,"{3: 101, 4: 123}"
138 LOR AH SOO,1290,1302,TRUE,HOUGANG,"{3: 106, 4: 132}"
550 HOUGANG ST 51,848,1037,TRUE,HOUGANG,{3: 107}
629 HOUGANG AVE 8,1677,1063,TRUE,HOUGANG,"{2: 64, 3: 102}"
143 LOR AH SOO,1260,1300,TRUE,HOUGANG,"{3: 107, 4: 132}"
134 LOR AH SOO,1546,1462,TRUE,HOUGANG,{3: 103}
433 HOUGANG AVE 8,1007,524,TRUE,HOUGANG,"{3: 108, 4: 122}"
580 HOUGANG AVE 4,1143,1158,TRUE,HOUGANG,"{3: 100, 4: 120}"
575 HOUGANG ST 51,1300,1057,TRUE,HOUGANG,"{3: 99, 4: 118}"
630 HOUGANG AVE 8,1758,982,TRUE,HOUGANG,"{3: 85, 4: 122}"
624 HOUGANG AVE 8,1514,1067,TRUE,HOUGANG,"{3: 90, 4: 122}"
921 HOUGANG ST 91,1568,689,TRUE,HOUGANG,"{3: 100, 4: 120}"
542 HOUGANG AVE 8,1059,778,TRUE,HOUGANG,"{3: 104, 4: 122}"
946 HOUGANG ST 92,1775,278,TRUE,HOUGANG,"{3: 100, 4: 120}"
699 HOUGANG ST 52,1422,1186,TRUE,HOUGANG,{4: 121}
158 HOUGANG ST 11,1143,1228,TRUE,HOUGANG,"{3: 102, 4: 121}"
233 HOUGANG ST 21,726,451,TRUE,HOUGANG,"{3: 103, 4: 140}"
231 HOUGANG ST 21,691,416,FALSE,HOUGANG,"{3: 107, 4: 142}"
577 HOUGANG AVE 4,1326,889,TRUE,HOUGANG,{5: 140}
563 HOUGANG ST 51,983,1418,TRUE,HOUGANG,{5: 143}
960 HOUGANG AVE 9,2203,299,TRUE,HOUGANG,{5: 137}
633 HOUGANG AVE 8,1684,879,TRUE,HOUGANG,{5: 148}
157 HOUGANG ST 11,1096,1181,TRUE,HOUGANG,{5: 155}
698D HOUGANG ST 52,1375,1267,TRUE,HOUGANG,{5: 141}
141 LOR AH SOO,1233,1273,TRUE,HOUGANG,{5: 148}
712 HOUGANG AVE 2,1059,1207,TRUE,HOUGANG,{5: 151}
558 HOUGANG ST 51,837,1351,TRUE,HOUGANG,{5: 149}
431 HOUGANG AVE 6,872,470,TRUE,HOUGANG,{5: 148}
36 TEBAN GDNS RD,2165,2144,FALSE,JURONG EAST,"{2: 75, 4: 131}"
261 JURONG EAST ST 24,1203,1582,TRUE,JURONG EAST,"{2: 71, 3: 97}"
214 JURONG EAST ST 21,1130,966,FALSE,JURONG EAST,"{2: 70, 3: 98}"
215 JURONG EAST ST 21,885,1065,FALSE,JURONG EAST,{2: 71}
256 JURONG EAST ST 24,924,1642,TRUE,JURONG EAST,{2: 67}
306 JURONG EAST ST 32,890,2001,TRUE,JURONG EAST,"{2: 72, 3: 94}"
313 JURONG EAST ST 32,783,2273,TRUE,JURONG EAST,"{2: 74, 3: 103}"
248 JURONG EAST ST 24,1085,1299,TRUE,JURONG EAST,"{2: 73, 3: 99}"
408 PANDAN GDNS,2354,2334,FALSE,JURONG EAST,{3: 97}
409 PANDAN GDNS,2208,2187,FALSE,JURONG EAST,{3: 98}
32 TEBAN GDNS RD,2433,2412,FALSE,JURONG EAST,{3: 99}
332 JURONG EAST AVE 1,1254,3054,FALSE,JURONG EAST,"{3: 107, 4: 135}"
221A JURONG EAST ST 21,564,1240,FALSE,JURONG EAST,{3: 91}
305 JURONG EAST ST 32,842,1924,TRUE,JURONG EAST,"{3: 98, 4: 122}"
407 PANDAN GDNS,2407,2386,FALSE,JURONG EAST,{4: 113}
64 TEBAN GDNS RD,2481,2460,FALSE,JURONG EAST,"{3: 89, 4: 110}"
238 JURONG EAST ST 21,1217,1054,TRUE,JURONG EAST,{4: 120}
406 PANDAN GDNS,2403,2383,FALSE,JURONG EAST,{4: 110}
234 JURONG EAST ST 21,1010,847,FALSE,JURONG EAST,"{3: 106, 4: 122}"
331 JURONG EAST AVE 1,1149,3027,FALSE,JURONG EAST,"{3: 104, 4: 132}"
288A JURONG EAST ST 21,821,658,FALSE,JURONG EAST,"{3: 104, 4: 123}"
285A TOH GUAN RD,943,555,FALSE,JURONG EAST,{5: 143}
214 BOON LAY PL,1493,1491,TRUE,JURONG WEST,{2: 67}
492 JURONG WEST ST 41,1309,2950,TRUE,JURONG WEST,{2: 64}
186 BOON LAY AVE,1325,1252,TRUE,JURONG WEST,{2: 60}
187 BOON LAY AVE,1239,1146,TRUE,JURONG WEST,{2: 61}
209 BOON LAY PL,898,1636,TRUE,JURONG WEST,"{2: 65, 4: 130}"
208 BOON LAY PL,1087,1739,TRUE,JURONG WEST,"{2: 66, 4: 140}"
207 BOON LAY PL,1149,1633,TRUE,JURONG WEST,{2: 66}
925 JURONG WEST ST 92,1219,2495,FALSE,JURONG WEST,"{2: 73, 3: 103}"
463 JURONG WEST ST 41,1239,2880,TRUE,JURONG WEST,"{2: 68, 3: 95}"
484 JURONG WEST AVE 1,1231,2872,TRUE,JURONG WEST,"{2: 69, 3: 96}"
423 JURONG WEST AVE 1,1509,3150,TRUE,JURONG WEST,"{2: 74, 3: 104}"
459 JURONG WEST ST 41,1105,2667,TRUE,JURONG WEST,"{2: 73, 3: 102}"
525 JURONG WEST ST 52,817,1875,TRUE,JURONG WEST,{2: 70}
480 JURONG WEST ST 41,1036,2677,TRUE,JURONG WEST,"{2: 68, 3: 96}"
489 JURONG WEST AVE 1,1424,2982,TRUE,JURONG WEST,"{2: 73, 3: 103}"
535 JURONG WEST ST 52,960,2186,TRUE,JURONG WEST,"{2: 69, 3: 95}"
481 JURONG WEST ST 41,1191,2832,TRUE,JURONG WEST,"{2: 69, 3: 98}"
528 JURONG WEST ST 52,861,2034,TRUE,JURONG WEST,"{2: 67, 3: 95}"
425 JURONG WEST AVE 1,1360,3001,TRUE,JURONG WEST,"{2: 75, 3: 107, 5: 148}"
513 JURONG WEST ST 52,689,2268,TRUE,JURONG WEST,"{2: 74, 3: 105}"
339A KANG CHING RD,977,2353,TRUE,JURONG WEST,"{2: 67, 3: 89}"
339D KANG CHING RD,871,2429,TRUE,JURONG WEST,"{2: 67, 3: 89}"
338B KANG CHING RD,942,2437,TRUE,JURONG WEST,"{2: 67, 3: 89}"
952 JURONG WEST ST 91,1028,2160,TRUE,JURONG WEST,"{3: 102, 4: 123}"
724 JURONG WEST ST 72,1184,1607,TRUE,JURONG WEST,"{3: 106, 4: 121}"
816 JURONG WEST ST 81,1223,1845,TRUE,JURONG WEST,"{3: 107, 4: 126}"
526 JURONG WEST ST 52,772,1969,TRUE,JURONG WEST,"{2: 68, 3: 93}"
941 JURONG WEST ST 91,1422,2555,FALSE,JURONG WEST,"{3: 106, 4: 125}"
158 YUNG LOH RD,2088,3024,FALSE,JURONG WEST,"{3: 107, 4: 126}"
847 JURONG WEST ST 81,1223,2214,TRUE,JURONG WEST,"{3: 108, 4: 130}"
624 JURONG WEST ST 61,562,1281,TRUE,JURONG WEST,"{3: 91, 4: 110}"
764 JURONG WEST ST 74,1823,1735,TRUE,JURONG WEST,"{3: 105, 4: 124}"
273D JURONG WEST AVE 3,1959,1767,TRUE,JURONG WEST,{3: 86}
759 JURONG WEST ST 74,1915,1685,TRUE,JURONG WEST,"{3: 108, 4: 128}"
268A BOON LAY DR,1459,1268,TRUE,JURONG WEST,"{3: 90, 4: 111}"
413 JURONG WEST ST 42,1782,3224,TRUE,JURONG WEST,{3: 104}
765 JURONG WEST ST 74,1833,1839,TRUE,JURONG WEST,"{3: 105, 4: 124}"
555 JURONG WEST ST 42,1505,2570,TRUE,JURONG WEST,"{3: 107, 4: 134}"
460 JURONG WEST ST 41,1036,2638,TRUE,JURONG WEST,{3: 91}
727 JURONG WEST AVE 5,1285,1660,TRUE,JURONG WEST,"{3: 104, 4: 121}"
337D TAH CHING RD,1062,2389,TRUE,JURONG WEST,"{3: 94, 4: 112}"
621 JURONG WEST ST 65,698,1101,TRUE,JURONG WEST,{3: 88}
458 JURONG WEST ST 41,1051,2585,TRUE,JURONG WEST,{3: 91}
339B KANG CHING RD,944,2393,TRUE,JURONG WEST,"{3: 92, 4: 114}"
659D JURONG WEST ST 65,560,967,TRUE,JURONG WEST,"{3: 91, 4: 110}"
663A JURONG WEST ST 65,721,828,TRUE,JURONG WEST,"{3: 91, 4: 110}"
475 JURONG WEST ST 41,1147,2788,TRUE,JURONG WEST,"{2: 73, 3: 102}"
346 KANG CHING RD,607,2368,TRUE,JURONG WEST,"{3: 102, 4: 122}"
686C JURONG WEST CTRL 1,650,662,TRUE,JURONG WEST,"{3: 94, 4: 111}"
684C JURONG WEST ST 64,815,695,TRUE,JURONG WEST,"{3: 93, 4: 111}"
612 JURONG WEST ST 65,678,950,TRUE,JURONG WEST,"{3: 94, 4: 114}"
510 JURONG WEST ST 52,750,2329,TRUE,JURONG WEST,"{2: 74, 3: 104}"
683B JURONG WEST CTRL 1,764,599,TRUE,JURONG WEST,"{3: 93, 4: 111, 5: 132}"
517D JURONG WEST ST 52,257,1840,TRUE,JURONG WEST,"{3: 95, 4: 115}"
946 JURONG WEST ST 91,1216,2349,FALSE,JURONG WEST,"{3: 107, 4: 123}"
840 JURONG WEST ST 81,1012,2132,TRUE,JURONG WEST,"{3: 106, 4: 127}"
221 BOON LAY PL,1346,1459,TRUE,JURONG WEST,{4: 109}
268C BOON LAY DR,1355,1164,TRUE,JURONG WEST,"{3: 90, 4: 110}"
426 JURONG WEST AVE 1,1466,3096,TRUE,JURONG WEST,"{3: 109, 4: 134}"
276B JURONG WEST AVE 3,2039,1848,TRUE,JURONG WEST,"{3: 90, 4: 111}"
672A JURONG WEST ST 65,1130,1124,TRUE,JURONG WEST,"{3: 91, 4: 110}"
633 JURONG WEST ST 65,966,1320,TRUE,JURONG WEST,"{3: 91, 4: 110}"
201 BOON LAY DR,781,1336,TRUE,JURONG WEST,{4: 121}
832 JURONG WEST ST 81,1017,1817,TRUE,JURONG WEST,"{3: 107, 4: 126}"
275A JURONG WEST ST 25,1975,1783,TRUE,JURONG WEST,"{3: 90, 4: 111}"
182 YUNG SHENG RD,1507,2602,TRUE,JURONG WEST,"{3: 96, 4: 116}"
272D JURONG WEST ST 24,1801,1610,TRUE,JURONG WEST,"{3: 94, 4: 113}"
909 JURONG WEST ST 91,1633,2826,FALSE,JURONG WEST,"{3: 105, 4: 123}"
658C JURONG WEST ST 65,561,1078,TRUE,JURONG WEST,{4: 111}
987D JURONG WEST ST 93,292,1661,TRUE,JURONG WEST,"{3: 93, 4: 111}"
184 YUNG SHENG RD,1557,2612,TRUE,JURONG WEST,"{3: 96, 4: 116}"
359 YUNG AN RD,1176,2415,TRUE,JURONG WEST,"{3: 106, 4: 127}"
654C JURONG WEST ST 61,320,1526,TRUE,JURONG WEST,{4: 110}
635 JURONG WEST ST 65,855,1397,TRUE,JURONG WEST,"{3: 91, 4: 110}"
453 JURONG WEST ST 42,1182,2293,TRUE,JURONG WEST,"{3: 108, 4: 134}"
467 JURONG WEST ST 41,1084,2725,TRUE,JURONG WEST,{4: 121}
653C JURONG WEST ST 61,364,1583,TRUE,JURONG WEST,{4: 110}
986C JURONG WEST ST 93,242,1611,TRUE,JURONG WEST,"{3: 93, 4: 111}"
321 TAH CHING RD,1071,2835,TRUE,JURONG WEST,"{3: 103, 4: 122}"
517E JURONG WEST ST 52,273,1816,TRUE,JURONG WEST,"{3: 95, 4: 115}"
910 JURONG WEST ST 91,1621,2783,FALSE,JURONG WEST,{5: 144}
830 JURONG WEST ST 81,1245,2045,TRUE,JURONG WEST,{5: 145}
682A JURONG WEST CTRL 1,946,787,TRUE,JURONG WEST,"{4: 116, 5: 134}"
409 JURONG WEST ST 42,1871,3339,TRUE,JURONG WEST,{5: 149}
656D JURONG WEST ST 61,571,1267,TRUE,JURONG WEST,"{4: 112, 5: 132}"
556 JURONG WEST ST 42,1485,2506,TRUE,JURONG WEST,{5: 152}
630 JURONG WEST ST 65,961,1145,TRUE,JURONG WEST,{5: 130}
151 YUNG HO RD,2499,3177,FALSE,JURONG WEST,{5: 149}
469 JURONG WEST ST 41,863,2483,TRUE,JURONG WEST,{5: 152}
692 JURONG WEST CTRL 1,574,380,TRUE,JURONG WEST,"{3: 104, 4: 125, 5: 144}"
8 JLN BATU,597,1929,FALSE,KALLANG/WHAMPOA,{1: 49}
33 JLN BAHAGIA,1188,2279,TRUE,KALLANG/WHAMPOA,{2: 56}
72 GEYLANG BAHRU,98,1673,FALSE,KALLANG/WHAMPOA,{2: 60}
43 BENDEMEER RD,737,1605,TRUE,KALLANG/WHAMPOA,{2: 65}
98 WHAMPOA DR,1219,1468,TRUE,KALLANG/WHAMPOA,{2: 66}
75 WHAMPOA DR,842,2301,TRUE,KALLANG/WHAMPOA,{2: 66}
8 ST. GEORGE'S LANE,616,2030,TRUE,KALLANG/WHAMPOA,"{2: 70, 3: 100}"
5 JLN BATU,1483,1554,FALSE,KALLANG/WHAMPOA,"{2: 60, 3: 125}"
96 GEYLANG BAHRU,326,1462,FALSE,KALLANG/WHAMPOA,"{2: 68, 3: 92}"
2 BEACH RD,726,924,FALSE,KALLANG/WHAMPOA,{2: 68}
53 JLN MA'MOR,1503,2642,TRUE,KALLANG/WHAMPOA,{2: 148}
94 WHAMPOA DR,1030,1622,TRUE,KALLANG/WHAMPOA,{3: 91}
83 WHAMPOA DR,1060,1825,TRUE,KALLANG/WHAMPOA,{3: 91}
22 BOON KENG RD,257,1190,TRUE,KALLANG/WHAMPOA,{3: 88}
18 ST. GEORGE'S RD,608,1578,TRUE,KALLANG/WHAMPOA,{3: 91}
15 ST. GEORGE'S RD,703,1725,TRUE,KALLANG/WHAMPOA,{3: 91}
9 ST. GEORGE'S RD,564,1589,TRUE,KALLANG/WHAMPOA,{3: 87}
15 BEACH RD,557,352,TRUE,KALLANG/WHAMPOA,{3: 77}
111 WHAMPOA RD,1219,2596,TRUE,KALLANG/WHAMPOA,"{3: 103, 4: 122}"
60 GEYLANG BAHRU,419,1508,FALSE,KALLANG/WHAMPOA,"{3: 101, 4: 121}"
112 LOR 3 GEYLANG,381,1827,FALSE,KALLANG/WHAMPOA,{3: 105}
103 TOWNER RD,171,1511,TRUE,KALLANG/WHAMPOA,"{3: 106, 4: 139}"
6 BOON KENG RD,421,1018,TRUE,KALLANG/WHAMPOA,"{3: 107, 4: 124}"
14 UPP BOON KENG RD,527,1589,TRUE,KALLANG/WHAMPOA,"{3: 101, 4: 122}"
39A BENDEMEER RD,955,1873,TRUE,KALLANG/WHAMPOA,"{2: 69, 3: 92}"
16 JLN TENTERAM,1295,2387,TRUE,KALLANG/WHAMPOA,"{3: 81, 4: 105}"
56 GEYLANG BAHRU,567,1351,FALSE,KALLANG/WHAMPOA,{4: 117}
4B ST. GEORGE'S LANE,470,1637,TRUE,KALLANG/WHAMPOA,"{3: 105, 4: 124}"
11 FARRER PK RD,496,742,FALSE,KALLANG/WHAMPOA,"{3: 90, 4: 109}"
33 MARINE CRES,730,1242,TRUE,MARINE PARADE,"{2: 68, 4: 141}"
31 MARINE CRES,661,1073,TRUE,MARINE PARADE,"{2: 69, 4: 153}"
20 MARINE TER,462,1497,TRUE,MARINE PARADE,"{2: 71, 3: 88, 4: 130}"
34 MARINE CRES,551,1101,TRUE,MARINE PARADE,"{2: 61, 3: 82}"
54 MARINE TER,241,1500,TRUE,MARINE PARADE,{3: 88}
17 MARINE TER,512,1365,TRUE,MARINE PARADE,{3: 82}
29 MARINE CRES,638,1324,TRUE,MARINE PARADE,{4: 120}
73 MARINE DR,527,652,TRUE,MARINE PARADE,{4: 119}
427 PASIR RIS DR 6,1171,822,TRUE,PASIR RIS,{3: 92}
142 PASIR RIS ST 11,1684,654,TRUE,PASIR RIS,"{1: 55, 3: 108, 4: 128}"
104 PASIR RIS ST 12,1426,438,TRUE,PASIR RIS,"{3: 105, 4: 123}"
751 PASIR RIS ST 71,2229,3041,FALSE,PASIR RIS,"{3: 104, 4: 126}"
426 PASIR RIS DR 6,1122,922,TRUE,PASIR RIS,{3: 90}
118 PASIR RIS ST 11,1185,1093,TRUE,PASIR RIS,"{3: 105, 4: 123}"
227 PASIR RIS ST 21,2008,818,TRUE,PASIR RIS,"{3: 105, 4: 126}"
257 PASIR RIS ST 21,2007,531,TRUE,PASIR RIS,"{3: 106, 4: 127}"
126 PASIR RIS ST 11,1799,989,TRUE,PASIR RIS,"{3: 105, 4: 129}"
127 PASIR RIS ST 11,1437,1057,TRUE,PASIR RIS,"{3: 106, 4: 128}"
119 PASIR RIS ST 11,1137,1066,TRUE,PASIR RIS,"{3: 106, 4: 124}"
481 PASIR RIS DR 4,1449,573,TRUE,PASIR RIS,{3: 106}
196 PASIR RIS ST 12,2005,224,TRUE,PASIR RIS,"{3: 106, 4: 126}"
213 PASIR RIS ST 21,1683,416,TRUE,PASIR RIS,"{3: 106, 4: 134}"
610 ELIAS RD,1182,1842,TRUE,PASIR RIS,"{3: 111, 4: 132}"
117 PASIR RIS ST 11,1102,1039,TRUE,PASIR RIS,"{3: 106, 4: 123}"
741 PASIR RIS ST 71,1846,2658,FALSE,PASIR RIS,"{3: 104, 4: 127}"
483 PASIR RIS DR 4,1612,737,TRUE,PASIR RIS,"{3: 103, 4: 122}"
572 PASIR RIS ST 53,669,1462,TRUE,PASIR RIS,{3: 112}
573 PASIR RIS ST 53,620,1413,TRUE,PASIR RIS,{3: 112}
144 PASIR RIS ST 11,1409,647,TRUE,PASIR RIS,"{3: 105, 4: 127}"
149 PASIR RIS ST 13,1155,828,TRUE,PASIR RIS,"{3: 105, 4: 129}"
636 PASIR RIS DR 1,1438,2144,TRUE,PASIR RIS,{4: 122}
557 PASIR RIS ST 51,958,1519,TRUE,PASIR RIS,{4: 122}
769 PASIR RIS ST 71,2067,2909,FALSE,PASIR RIS,"{3: 106, 4: 127}"
764 PASIR RIS ST 71,2226,3046,FALSE,PASIR RIS,"{3: 105, 4: 127}"
232 PASIR RIS DR 4,1639,764,TRUE,PASIR RIS,"{3: 107, 4: 127}"
763 PASIR RIS ST 71,2274,3095,FALSE,PASIR RIS,"{3: 105, 4: 127}"
750 PASIR RIS ST 71,2102,2914,FALSE,PASIR RIS,"{3: 105, 4: 127}"
770 PASIR RIS ST 71,1987,2829,FALSE,PASIR RIS,"{3: 105, 4: 126}"
467 PASIR RIS DR 6,1226,377,TRUE,PASIR RIS,"{3: 106, 4: 123}"
554 PASIR RIS ST 51,915,1477,TRUE,PASIR RIS,"{3: 104, 4: 123}"
188 PASIR RIS ST 12,1887,443,TRUE,PASIR RIS,{4: 124}
191 PASIR RIS ST 12,2048,505,TRUE,PASIR RIS,"{3: 104, 4: 127}"
428 PASIR RIS DR 6,1145,762,TRUE,PASIR RIS,"{3: 104, 4: 123}"
630 PASIR RIS DR 3,1514,1994,TRUE,PASIR RIS,{4: 121}
195 PASIR RIS ST 12,2057,275,TRUE,PASIR RIS,{4: 126}
552 PASIR RIS ST 51,967,1405,TRUE,PASIR RIS,{4: 122}
562 PASIR RIS ST 51,814,1621,TRUE,PASIR RIS,"{3: 104, 4: 124}"
613 ELIAS RD,1166,1927,TRUE,PASIR RIS,"{3: 110, 4: 130}"
555 PASIR RIS ST 51,809,1396,TRUE,PASIR RIS,{4: 123}
571 PASIR RIS ST 53,614,1556,TRUE,PASIR RIS,"{3: 108, 4: 126}"
251 PASIR RIS ST 21,2095,666,TRUE,PASIR RIS,{5: 148}
156 PASIR RIS ST 13,1533,424,TRUE,PASIR RIS,{5: 155}
219 PASIR RIS ST 21,1857,570,TRUE,PASIR RIS,{5: 149}
208 PASIR RIS ST 21,1980,268,TRUE,PASIR RIS,{5: 147}
220 PASIR RIS ST 21,1889,623,TRUE,PASIR RIS,{5: 149}
224 PASIR RIS ST 21,1870,712,TRUE,PASIR RIS,{5: 148}
245 PASIR RIS ST 21,2126,827,TRUE,PASIR RIS,{5: 148}
500 PASIR RIS ST 52,702,1261,TRUE,PASIR RIS,{5: 145}
607 ELIAS RD,1116,1748,TRUE,PASIR RIS,{5: 152}
646 PASIR RIS DR 10,1778,2385,TRUE,PASIR RIS,{5: 147}
413 PASIR RIS DR 6,1129,480,TRUE,PASIR RIS,{5: 147}
778 PASIR RIS ST 71,1699,2541,TRUE,PASIR RIS,{5: 143}
422 PASIR RIS DR 6,1024,829,TRUE,PASIR RIS,{5: 151}
505 PASIR RIS ST 52,844,1338,TRUE,PASIR RIS,{5: 146}
534 PASIR RIS DR 1,506,1414,TRUE,PASIR RIS,{5: 147}
533 PASIR RIS DR 1,553,1461,TRUE,PASIR RIS,{5: 145}
601D PUNGGOL CTRL,1655,955,TRUE,PUNGGOL,"{1: 50, 2: 70, 3: 93}"
306D PUNGGOL DR,1260,847,TRUE,PUNGGOL,"{2: 68, 3: 95, 4: 147}"
306C PUNGGOL PL,1327,791,TRUE,PUNGGOL,"{2: 68, 3: 95}"
195B PUNGGOL RD,1683,896,TRUE,PUNGGOL,{3: 90}
296 PUNGGOL CTRL,2010,894,TRUE,PUNGGOL,"{3: 91, 4: 110}"
204B PUNGGOL FIELD,1765,1157,TRUE,PUNGGOL,"{3: 90, 4: 110}"
203A PUNGGOL FIELD,1617,1010,TRUE,PUNGGOL,"{3: 85, 4: 110}"
204A PUNGGOL FIELD,2460,1853,TRUE,PUNGGOL,"{3: 90, 4: 110}"
171A EDGEDALE PLAINS,2645,1437,TRUE,PUNGGOL,"{3: 85, 4: 110}"
642A PUNGGOL DR,2468,2320,TRUE,PUNGGOL,"{3: 90, 4: 112}"
116 EDGEFIELD PLAINS,1961,753,TRUE,PUNGGOL,"{3: 94, 4: 112, 5: 130}"
646 PUNGGOL CTRL,2412,2263,TRUE,PUNGGOL,"{3: 90, 4: 110}"
648 PUNGGOL CTRL,2653,1906,TRUE,PUNGGOL,"{3: 91, 4: 110}"
613B PUNGGOL DR,1591,1446,TRUE,PUNGGOL,"{2: 68, 3: 93}"
612B PUNGGOL DR,1308,1163,TRUE,PUNGGOL,{3: 93}
615C EDGEFIELD PLAINS,1529,1384,TRUE,PUNGGOL,{3: 93}
619C PUNGGOL DR,1768,1389,TRUE,PUNGGOL,{3: 93}
619A PUNGGOL DR,1877,1498,TRUE,PUNGGOL,{3: 93}
288B PUNGGOL PL,2307,619,TRUE,PUNGGOL,"{2: 71, 3: 97}"
612C PUNGGOL DR,1233,1021,TRUE,PUNGGOL,{3: 93}
618C PUNGGOL DR,1933,1586,TRUE,PUNGGOL,"{3: 93, 4: 118}"
301A PUNGGOL CTRL,1391,1021,TRUE,PUNGGOL,{3: 93}
612A PUNGGOL DR,1431,1286,TRUE,PUNGGOL,{3: 93}
303C PUNGGOL CTRL,1702,552,TRUE,PUNGGOL,{3: 93}
303A PUNGGOL CTRL,1639,615,TRUE,PUNGGOL,{3: 93}
301B PUNGGOL CTRL,1450,986,TRUE,PUNGGOL,{3: 93}
302B PUNGGOL PL,1764,498,TRUE,PUNGGOL,{3: 93}
268B PUNGGOL FIELD,1816,945,TRUE,PUNGGOL,"{3: 95, 4: 149}"
273D PUNGGOL PL,2084,634,TRUE,PUNGGOL,{3: 94}
273B PUNGGOL PL,2166,716,TRUE,PUNGGOL,"{3: 93, 4: 114}"
274D PUNGGOL PL,2144,567,TRUE,PUNGGOL,{3: 94}
102D PUNGGOL FIELD,1822,1161,TRUE,PUNGGOL,"{3: 90, 4: 110}"
643 PUNGGOL CTRL,2721,1973,TRUE,PUNGGOL,"{3: 90, 4: 110}"
175D PUNGGOL FIELD,2267,1449,TRUE,PUNGGOL,{4: 110}
199D PUNGGOL FIELD,2090,1118,TRUE,PUNGGOL,"{3: 89, 4: 110}"
176B EDGEFIELD PLAINS,2332,1514,TRUE,PUNGGOL,"{3: 90, 4: 110}"
130 EDGEDALE PLAINS,2396,1188,TRUE,PUNGGOL,"{3: 91, 4: 111}"
128B PUNGGOL FIELD WALK,2730,1625,TRUE,PUNGGOL,{4: 110}
173A PUNGGOL FIELD,2339,1489,TRUE,PUNGGOL,"{3: 86, 4: 110}"
166A PUNGGOL CTRL,2952,2000,TRUE,PUNGGOL,"{3: 95, 4: 114}"
205A PUNGGOL FIELD,2476,1869,TRUE,PUNGGOL,"{3: 90, 4: 110}"
174B EDGEDALE PLAINS,2649,1441,TRUE,PUNGGOL,"{3: 90, 4: 111}"
199C PUNGGOL FIELD,2016,1044,TRUE,PUNGGOL,{4: 111}
197B PUNGGOL FIELD,2108,1136,TRUE,PUNGGOL,{4: 111}
102B PUNGGOL FIELD,1816,1155,TRUE,PUNGGOL,{4: 110}
104A EDGEFIELD PLAINS,1978,1160,TRUE,PUNGGOL,"{3: 90, 4: 110}"
637C PUNGGOL DR,2418,2270,TRUE,PUNGGOL,"{3: 91, 4: 111}"
202A PUNGGOL FIELD,1728,1142,TRUE,PUNGGOL,"{3: 88, 4: 110}"
171B EDGEDALE PLAINS,2782,1574,TRUE,PUNGGOL,{4: 110}
638A PUNGGOL DR,2213,1973,TRUE,PUNGGOL,"{3: 92, 4: 111}"
642D PUNGGOL DR,2412,2263,TRUE,PUNGGOL,"{3: 92, 4: 111}"
618B PUNGGOL DR,1948,1741,TRUE,PUNGGOL,"{3: 93, 4: 117}"
289C PUNGGOL PL,2082,960,TRUE,PUNGGOL,"{3: 97, 4: 113}"
182 EDGEFIELD PLAINS,2366,1548,TRUE,PUNGGOL,"{4: 110, 5: 128}"
184 EDGEFIELD PLAINS,2480,1662,TRUE,PUNGGOL,"{4: 110, 5: 128}"
97 C'WEALTH CRES,722,2018,FALSE,QUEENSTOWN,"{1: 47, 2: 62}"
110 C'WEALTH CRES,651,1656,FALSE,QUEENSTOWN,"{1: 46, 2: 63}"
85 C'WEALTH CL,542,1801,FALSE,QUEENSTOWN,"{1: 46, 2: 60}"
164 STIRLING RD,688,825,FALSE,QUEENSTOWN,{2: 67}
88 C'WEALTH CL,396,1654,FALSE,QUEENSTOWN,"{1: 46, 2: 61, 3: 127}"
168 STIRLING RD,743,535,FALSE,QUEENSTOWN,{2: 61}
